timestamp,cell,variable,source,value,scenario,region,period,level
2018-04-26,CellId: 485dd40000000000,precipitation,ERA5,4.826068878173828,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-27,CellId: 485dd40000000000,precipitation,ERA5,0.4868507385253906,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-28,CellId: 485dd40000000000,precipitation,ERA5,3.1375885009765625,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-29,CellId: 485dd40000000000,precipitation,ERA5,2.7303695678710938,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-30,CellId: 485dd40000000000,precipitation,ERA5,0.2980232238769531,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-01,CellId: 485ddc0000000000,precipitation,ERA5,0.9388923645019531,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-02,CellId: 485ddc0000000000,precipitation,ERA5,12.077808380126953,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-03,CellId: 485ddc0000000000,precipitation,ERA5,11.754035949707031,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-04,CellId: 485ddc0000000000,precipitation,ERA5,2.1119117736816406,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-05,CellId: 485ddc0000000000,precipitation,ERA5,0.7605552673339844,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-06,CellId: 485ddc0000000000,precipitation,ERA5,8.181571960449219,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-07,CellId: 485ddc0000000000,precipitation,ERA5,3.3888816833496094,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-08,CellId: 485ddc0000000000,precipitation,ERA5,3.3326148986816406,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-09,CellId: 485ddc0000000000,precipitation,ERA5,2.9973983764648438,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-10,CellId: 485ddc0000000000,precipitation,ERA5,1.1296272277832031,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-11,CellId: 485ddc0000000000,precipitation,ERA5,0.13685226440429688,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-12,CellId: 485ddc0000000000,precipitation,ERA5,0.27561187744140625,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-13,CellId: 485ddc0000000000,precipitation,ERA5,0.1926422119140625,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-14,CellId: 485ddc0000000000,precipitation,ERA5,0.2989768981933594,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-15,CellId: 485ddc0000000000,precipitation,ERA5,3.7293434143066406,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-16,CellId: 485ddc0000000000,precipitation,ERA5,6.665229797363281,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-17,CellId: 485ddc0000000000,precipitation,ERA5,5.929470062255859,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-18,CellId: 485ddc0000000000,precipitation,ERA5,0.40721893310546875,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-19,CellId: 485ddc0000000000,precipitation,ERA5,0.6575584411621094,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-20,CellId: 485ddc0000000000,precipitation,ERA5,0.04482269287109375,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-21,CellId: 485ddc0000000000,precipitation,ERA5,0.6213188171386719,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-22,CellId: 485ddc0000000000,precipitation,ERA5,3.871917724609375,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-23,CellId: 485ddc0000000000,precipitation,ERA5,0.7538795471191406,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-24,CellId: 485ddc0000000000,precipitation,ERA5,5.2852630615234375,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-25,CellId: 485ddc0000000000,precipitation,ERA5,4.518985748291016,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-26,CellId: 485ddc0000000000,precipitation,ERA5,4.49371337890625,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-27,CellId: 485ddc0000000000,precipitation,ERA5,0.6232261657714844,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-28,CellId: 485ddc0000000000,precipitation,ERA5,2.4776458740234375,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-29,CellId: 485ddc0000000000,precipitation,ERA5,2.3775100708007812,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-30,CellId: 485ddc0000000000,precipitation,ERA5,0.21791458129882812,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-01,CellId: 485de40000000000,precipitation,ERA5,1.0919570922851562,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-02,CellId: 485de40000000000,precipitation,ERA5,14.086723327636719,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-03,CellId: 485de40000000000,precipitation,ERA5,11.4593505859375,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-04,CellId: 485de40000000000,precipitation,ERA5,1.8815994262695312,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-05,CellId: 485de40000000000,precipitation,ERA5,0.6418228149414062,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-06,CellId: 485de40000000000,precipitation,ERA5,7.687091827392578,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-07,CellId: 485de40000000000,precipitation,ERA5,4.3697357177734375,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-08,CellId: 485de40000000000,precipitation,ERA5,3.6611557006835938,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-09,CellId: 485de40000000000,precipitation,ERA5,2.8829574584960938,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-10,CellId: 485de40000000000,precipitation,ERA5,1.2288093566894531,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-11,CellId: 485de40000000000,precipitation,ERA5,0.10633468627929688,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-12,CellId: 485de40000000000,precipitation,ERA5,0.2694129943847656,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-13,CellId: 485de40000000000,precipitation,ERA5,0.18596649169921875,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-14,CellId: 485de40000000000,precipitation,ERA5,0.22268295288085938,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-15,CellId: 485de40000000000,precipitation,ERA5,3.9930343627929688,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-16,CellId: 485de40000000000,precipitation,ERA5,5.8746337890625,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-17,CellId: 485de40000000000,precipitation,ERA5,4.838466644287109,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-18,CellId: 485de40000000000,precipitation,ERA5,0.255584716796875,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-19,CellId: 485de40000000000,precipitation,ERA5,0.6093978881835938,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-20,CellId: 485de40000000000,precipitation,ERA5,0.0152587890625,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-21,CellId: 485de40000000000,precipitation,ERA5,0.2675056457519531,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-22,CellId: 485de40000000000,precipitation,ERA5,3.9315223693847656,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-23,CellId: 485de40000000000,precipitation,ERA5,0.6928443908691406,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-24,CellId: 485de40000000000,precipitation,ERA5,5.488395690917969,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-25,CellId: 485de40000000000,precipitation,ERA5,2.6483535766601562,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-26,CellId: 485de40000000000,precipitation,ERA5,3.0813217163085938,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-27,CellId: 485de40000000000,precipitation,ERA5,0.9899139404296875,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-28,CellId: 485de40000000000,precipitation,ERA5,1.6331672668457031,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-29,CellId: 485de40000000000,precipitation,ERA5,2.6254653930664062,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-30,CellId: 485de40000000000,precipitation,ERA5,0.07009506225585938,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-01,CellId: 485dfc0000000000,precipitation,ERA5,1.0657310485839844,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-02,CellId: 485dfc0000000000,precipitation,ERA5,15.06805419921875,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-03,CellId: 485dfc0000000000,precipitation,ERA5,8.76617431640625,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-04,CellId: 485dfc0000000000,precipitation,ERA5,1.8267631530761719,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-05,CellId: 485dfc0000000000,precipitation,ERA5,0.5192756652832031,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-06,CellId: 485dfc0000000000,precipitation,ERA5,6.0882568359375,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-07,CellId: 485dfc0000000000,precipitation,ERA5,5.669593811035156,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-08,CellId: 485dfc0000000000,precipitation,ERA5,4.391670227050781,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-09,CellId: 485dfc0000000000,precipitation,ERA5,2.856731414794922,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-10,CellId: 485dfc0000000000,precipitation,ERA5,1.4433860778808594,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-11,CellId: 485dfc0000000000,precipitation,ERA5,0.06580352783203125,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-12,CellId: 485dfc0000000000,precipitation,ERA5,0.4124641418457031,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-13,CellId: 485dfc0000000000,precipitation,ERA5,0.125885009765625,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-14,CellId: 485dfc0000000000,precipitation,ERA5,0.33664703369140625,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-15,CellId: 485dfc0000000000,precipitation,ERA5,3.2596588134765625,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-16,CellId: 485dfc0000000000,precipitation,ERA5,4.669189453125,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-17,CellId: 485dfc0000000000,precipitation,ERA5,5.37109375,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-18,CellId: 485dfc0000000000,precipitation,ERA5,0.22268295288085938,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-19,CellId: 485dfc0000000000,precipitation,ERA5,0.3418922424316406,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-20,CellId: 485dfc0000000000,precipitation,ERA5,0.00476837158203125,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-21,CellId: 485dfc0000000000,precipitation,ERA5,0.08153915405273438,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-22,CellId: 485dfc0000000000,precipitation,ERA5,3.0307769775390625,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-23,CellId: 485dfc0000000000,precipitation,ERA5,0.5354881286621094,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-24,CellId: 485dfc0000000000,precipitation,ERA5,5.671024322509766,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-25,CellId: 485dfc0000000000,precipitation,ERA5,3.4627914428710938,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-26,CellId: 485dfc0000000000,precipitation,ERA5,2.8557777404785156,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-27,CellId: 485dfc0000000000,precipitation,ERA5,0.7581710815429688,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-28,CellId: 485dfc0000000000,precipitation,ERA5,1.1858940124511719,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-29,CellId: 485dfc0000000000,precipitation,ERA5,2.7899742126464844,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-30,CellId: 485dfc0000000000,precipitation,ERA5,0.08487701416015625,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-01,CellId: 485e040000000000,precipitation,ERA5,0.5583763122558594,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-02,CellId: 485e040000000000,precipitation,ERA5,12.64810562133789,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-03,CellId: 485e040000000000,precipitation,ERA5,11.77072525024414,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-04,CellId: 485e040000000000,precipitation,ERA5,1.3966560363769531,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-05,CellId: 485e040000000000,precipitation,ERA5,0.7243156433105469,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-06,CellId: 485e040000000000,precipitation,ERA5,6.539344787597656,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-07,CellId: 485e040000000000,precipitation,ERA5,3.5309791564941406,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-08,CellId: 485e040000000000,precipitation,ERA5,2.773761749267578,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-09,CellId: 485e040000000000,precipitation,ERA5,3.5185813903808594,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-10,CellId: 485e040000000000,precipitation,ERA5,1.1353492736816406,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-11,CellId: 485e040000000000,precipitation,ERA5,0.0324249267578125,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-12,CellId: 485e040000000000,precipitation,ERA5,0.6117820739746094,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-13,CellId: 485e040000000000,precipitation,ERA5,0.15211105346679688,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-14,CellId: 485e040000000000,precipitation,ERA5,0.339508056640625,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-15,CellId: 485e040000000000,precipitation,ERA5,2.9969215393066406,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-16,CellId: 485e040000000000,precipitation,ERA5,5.458831787109375,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-17,CellId: 485e040000000000,precipitation,ERA5,4.8656463623046875,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-18,CellId: 485e040000000000,precipitation,ERA5,0.3390312194824219,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-19,CellId: 485e040000000000,precipitation,ERA5,0.3418922424316406,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-20,CellId: 485e040000000000,precipitation,ERA5,0.014781951904296875,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-21,CellId: 485e040000000000,precipitation,ERA5,0.12063980102539062,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-22,CellId: 485e040000000000,precipitation,ERA5,3.2482147216796875,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-23,CellId: 485e040000000000,precipitation,ERA5,0.4954338073730469,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-24,CellId: 485e040000000000,precipitation,ERA5,5.04302978515625,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-25,CellId: 485e040000000000,precipitation,ERA5,4.261970520019531,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-26,CellId: 485e040000000000,precipitation,ERA5,3.6149024963378906,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-27,CellId: 485e040000000000,precipitation,ERA5,0.8611679077148438,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-28,CellId: 485e040000000000,precipitation,ERA5,1.8343925476074219,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-29,CellId: 485e040000000000,precipitation,ERA5,2.8448104858398438,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-30,CellId: 485e040000000000,precipitation,ERA5,0.06580352783203125,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-01,CellId: 485e0c0000000000,precipitation,ERA5,0.5664825439453125,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-02,CellId: 485e0c0000000000,precipitation,ERA5,11.529922485351562,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-03,CellId: 485e0c0000000000,precipitation,ERA5,14.022350311279297,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-04,CellId: 485e0c0000000000,precipitation,ERA5,1.4443397521972656,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-05,CellId: 485e0c0000000000,precipitation,ERA5,0.8292198181152344,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-06,CellId: 485e0c0000000000,precipitation,ERA5,7.990837097167969,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-07,CellId: 485e0c0000000000,precipitation,ERA5,2.1271705627441406,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-08,CellId: 485e0c0000000000,precipitation,ERA5,1.9955635070800781,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-09,CellId: 485e0c0000000000,precipitation,ERA5,3.7508010864257812,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-10,CellId: 485e0c0000000000,precipitation,ERA5,0.9307861328125,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-11,CellId: 485e0c0000000000,precipitation,ERA5,0.06723403930664062,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-12,CellId: 485e0c0000000000,precipitation,ERA5,0.5316734313964844,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-13,CellId: 485e0c0000000000,precipitation,ERA5,0.21648406982421875,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-14,CellId: 485e0c0000000000,precipitation,ERA5,0.2288818359375,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-15,CellId: 485e0c0000000000,precipitation,ERA5,3.692626953125,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-16,CellId: 485e0c0000000000,precipitation,ERA5,6.563663482666016,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-17,CellId: 485e0c0000000000,precipitation,ERA5,4.406452178955078,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-18,CellId: 485e0c0000000000,precipitation,ERA5,0.3714561462402344,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-19,CellId: 485e0c0000000000,precipitation,ERA5,0.5741119384765625,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-20,CellId: 485e0c0000000000,precipitation,ERA5,0.02574920654296875,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-21,CellId: 485e0c0000000000,precipitation,ERA5,0.3018379211425781,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-22,CellId: 485e0c0000000000,precipitation,ERA5,4.070281982421875,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-23,CellId: 485e0c0000000000,precipitation,ERA5,0.6113052368164062,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-24,CellId: 485e0c0000000000,precipitation,ERA5,4.872798919677734,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-25,CellId: 485e0c0000000000,precipitation,ERA5,3.742694854736328,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-26,CellId: 485e0c0000000000,precipitation,ERA5,3.8366317749023438,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-27,CellId: 485e0c0000000000,precipitation,ERA5,0.9837150573730469,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-28,CellId: 485e0c0000000000,precipitation,ERA5,2.303600311279297,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-29,CellId: 485e0c0000000000,precipitation,ERA5,2.6092529296875,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-30,CellId: 485e0c0000000000,precipitation,ERA5,0.048160552978515625,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-01,CellId: 485e740000000000,precipitation,ERA5,0.4601478576660156,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-02,CellId: 485e740000000000,precipitation,ERA5,10.06460189819336,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-03,CellId: 485e740000000000,precipitation,ERA5,13.426780700683594,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-04,CellId: 485e740000000000,precipitation,ERA5,1.7213821411132812,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-05,CellId: 485e740000000000,precipitation,ERA5,1.0161399841308594,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-06,CellId: 485e740000000000,precipitation,ERA5,9.483814239501953,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-07,CellId: 485e740000000000,precipitation,ERA5,1.4657974243164062,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-08,CellId: 485e740000000000,precipitation,ERA5,2.1753311157226562,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-09,CellId: 485e740000000000,precipitation,ERA5,3.540515899658203,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-10,CellId: 485e740000000000,precipitation,ERA5,1.026153564453125,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-11,CellId: 485e740000000000,precipitation,ERA5,0.11301040649414062,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-12,CellId: 485e740000000000,precipitation,ERA5,0.4076957702636719,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-13,CellId: 485e740000000000,precipitation,ERA5,0.23984909057617188,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-14,CellId: 485e740000000000,precipitation,ERA5,0.3662109375,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-15,CellId: 485e740000000000,precipitation,ERA5,3.6363601684570312,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-16,CellId: 485e740000000000,precipitation,ERA5,7.731437683105469,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-17,CellId: 485e740000000000,precipitation,ERA5,7.045745849609375,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-18,CellId: 485e740000000000,precipitation,ERA5,0.5464553833007812,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-19,CellId: 485e740000000000,precipitation,ERA5,0.7581710815429688,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-20,CellId: 485e740000000000,precipitation,ERA5,0.06389617919921875,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-21,CellId: 485e740000000000,precipitation,ERA5,0.4811286926269531,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-22,CellId: 485e740000000000,precipitation,ERA5,4.0988922119140625,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-23,CellId: 485e740000000000,precipitation,ERA5,0.6527900695800781,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-24,CellId: 485e740000000000,precipitation,ERA5,5.265235900878906,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-25,CellId: 485e740000000000,precipitation,ERA5,4.759788513183594,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-26,CellId: 485e740000000000,precipitation,ERA5,4.761695861816406,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-27,CellId: 485e740000000000,precipitation,ERA5,1.0571479797363281,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-28,CellId: 485e740000000000,precipitation,ERA5,2.906322479248047,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-29,CellId: 485e740000000000,precipitation,ERA5,2.0737648010253906,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-30,CellId: 485e740000000000,precipitation,ERA5,0.20360946655273438,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-01,CellId: 485e7c0000000000,precipitation,ERA5,0.47206878662109375,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-02,CellId: 485e7c0000000000,precipitation,ERA5,9.286880493164062,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-03,CellId: 485e7c0000000000,precipitation,ERA5,12.67862319946289,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-04,CellId: 485e7c0000000000,precipitation,ERA5,1.8463134765625,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-05,CellId: 485e7c0000000000,precipitation,ERA5,1.3380050659179688,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-06,CellId: 485e7c0000000000,precipitation,ERA5,11.53564453125,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-07,CellId: 485e7c0000000000,precipitation,ERA5,1.12152099609375,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-08,CellId: 485e7c0000000000,precipitation,ERA5,2.2988319396972656,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-09,CellId: 485e7c0000000000,precipitation,ERA5,3.269195556640625,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-10,CellId: 485e7c0000000000,precipitation,ERA5,1.1320114135742188,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-11,CellId: 485e7c0000000000,precipitation,ERA5,0.1316070556640625,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
2018-04-12,CellId: 485e7c0000000000,precipitation,ERA5,0.23651123046875,cross-source-ireland-precipitation-april-l9,ireland-precipitation,April,9
